Title,Link,Authors,Year,Cited,
ADVERBIA DALAM BAHASA ARAB DAN BAHASA INGGRIS Analisis Kontrastif,https://scholar.google.com/scholar?q=+intitle:'ADVERBIA DALAM BAHASA ARAB DAN BAHASA INGGRIS Analisis Kontrastif',Authors : M CHODERIN,2014,0 cited,Quality Education (Pendidikan Berkualitas)
KAJIAN NILAI CN DAS CODE DI KALORAN,https://scholar.google.com/scholar?q=+intitle:'KAJIAN NILAI CN DAS CODE DI KALORAN',Authors : E MAULANA,2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Prarancangan Pabrik Mononitrotoluena Dari Toluena Dan Asam Campuran Dengan Proses Kontinyu Kapasitas 50.000 Ton/Tahun,https://scholar.google.com/scholar?q=+intitle:'Prarancangan Pabrik Mononitrotoluena Dari Toluena Dan Asam Campuran Dengan Proses Kontinyu Kapasitas 50.000 Ton/Tahun',"Authors : A Ma’ruf, ST Emi Erawati, M Eng, IH Haryanto, AR MS",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
ADVERBIA DALAM BAHASA ARAB DAN BAHASA INGGRISÂ Analisis Kontrastif,https://scholar.google.com/scholar?q=+intitle:'ADVERBIA DALAM BAHASA ARAB DAN BAHASA INGGRISÂ Analisis Kontrastif',Authors : M CHODERIN,2014,0 cited,Quality Education (Pendidikan Berkualitas)
MAKNA PUISI â   FI AL-HUBBI AL-BAHRIYYIâ   DALAM ANTOLOGI KULLU â   AMIN WA ANTI HABIBATI KARYA NIZAR QABBANI: ANALISIS SEMIOTIK,https://scholar.google.com/scholar?q=+intitle:'MAKNA PUISI â   FI AL-HUBBI AL-BAHRIYYIâ   DALAM ANTOLOGI KULLU â   AMIN WA ANTI HABIBATI KARYA NIZAR QABBANI: ANALISIS SEMIOTIK',"Authors : A MAULANA, A Maâ",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Respon Beberapa Genotipe Sorgum (Sorgum Bicolor [L.] Moench) Terhadap Sistem Tumpangsari Dengan Ubi Kayu (Manihot Esculenta Crantz.),https://scholar.google.com/scholar?q=+intitle:'Respon Beberapa Genotipe Sorgum (Sorgum Bicolor [L.] Moench) Terhadap Sistem Tumpangsari Dengan Ubi Kayu (Manihot Esculenta Crantz.)',"Authors : A Rahmawati, MM Kamal, S Sunyoto",2014,6 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Distribusi Bahan Kering Sorgum (Shorgum Bicolor (L.) Moench) Yang Ditumpangsarikan Dengan Ubikayu (Manihot Esculenta Crantz.),https://scholar.google.com/scholar?q=+intitle:'Distribusi Bahan Kering Sorgum (Shorgum Bicolor (L.) Moench) Yang Ditumpangsarikan Dengan Ubikayu (Manihot Esculenta Crantz.)',"Authors : R Yuliasari, M Kamal, S Sunyoto",2014,3 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Pertumbuhan dan Hasil Tiga Varietas Sorgum (Sorghum bicolor (L.) Moench) Ratoon I pada Kerapatan Tanaman yang Berbeda,https://scholar.google.com/scholar?q=+intitle:'Pertumbuhan dan Hasil Tiga Varietas Sorgum (Sorghum bicolor (L.) Moench) Ratoon I pada Kerapatan Tanaman yang Berbeda',"Authors : GD Cahyo, KF Hidayat, S Sunyoto, M Kamal",2014,8 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
,,,,,Climate Action (Penanganan Perubahan Iklim)
Respons pertumbuhan dan hasil beberapa varietas tanaman jagung (Zea mays L.) terhadap sistem tumpangsari dengan tanaman ubikayu (Manihot esculenta Crantz),https://scholar.google.com/scholar?q=+intitle:'Respons pertumbuhan dan hasil beberapa varietas tanaman jagung (Zea mays L.) terhadap sistem tumpangsari dengan tanaman ubikayu (Manihot esculenta Crantz)',"Authors : S Suseno, M Kamal, S Sunyoto",2014,4 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
,,,,,Climate Action (Penanganan Perubahan Iklim)
Akumulasi Bahan Kering Beberapa Varietas Jagung Hibrida (Zea Mays L.) yang Ditumpangsarikan dengan Ubikayu (Manihot Esculenta Crantz),https://scholar.google.com/scholar?q=+intitle:'Akumulasi Bahan Kering Beberapa Varietas Jagung Hibrida (Zea Mays L.) yang Ditumpangsarikan dengan Ubikayu (Manihot Esculenta Crantz)',"Authors : R Alsabah, S Sunyoto, KF Hidayat, M Kamal",2014,2 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
,,,,,Climate Action (Penanganan Perubahan Iklim)
"GRAIN YIELD AND, NUTRIENT AND STARCH CONTENT OF SORGHUM (Sorghum bicolor (L.) Moench) GENOTYPES AS AFFECTED BY DATE OF INTERCROPPING WITH CASSAVA IN LAMPUNG, INDONESIA","https://scholar.google.com/scholar?q=+intitle:'GRAIN YIELD AND, NUTRIENT AND STARCH CONTENT OF SORGHUM (Sorghum bicolor (L.) Moench) GENOTYPES AS AFFECTED BY DATE OF INTERCROPPING WITH CASSAVA IN LAMPUNG, INDONESIA'","Authors : M Kamal, MS Hadi, E Hariyanto, J Jumarko, A Ashadi",2014,10 cited,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
,,,,,Climate Action (Penanganan Perubahan Iklim)
,,,,,Life on Land (Ekosistem Daratan)
Detecting Resemblance Of Orchid Plant Image Through Support Vector Machine (SVM) Of Kernel Linear Method,https://scholar.google.com/scholar?q=+intitle:'Detecting Resemblance Of Orchid Plant Image Through Support Vector Machine (SVM) Of Kernel Linear Method',"Authors : DK Widyawati, Z Zuriati",2014,1 cited,Life on Land (Ekosistem Daratan)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
,,,,,Zero Hunger (Tanpa Kelaparan)
,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Rancang Bangun Sistem Informasi Perpustakaan Berbasis Web,https://scholar.google.com/scholar?q=+intitle:'Rancang Bangun Sistem Informasi Perpustakaan Berbasis Web',"Authors : E Indrayuni, A Nurhadi, A Sinnun",2014,2 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Maps Dynamic Collaborative Learning In Indonesia Integrated and Open Online Learning (PDITT),https://scholar.google.com/scholar?q=+intitle:'Maps Dynamic Collaborative Learning In Indonesia Integrated and Open Online Learning (PDITT)',"Authors : R Firdaus, N Hidayat, A Luthfi",2014,0 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Pengembangan Aplikasi Pencarian Hadist Riyadhus Shalihin Imam Nawawi Jilid II Pilihan Berbasis Android,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Aplikasi Pencarian Hadist Riyadhus Shalihin Imam Nawawi Jilid II Pilihan Berbasis Android',"Authors : D Sakethi, R Firdaus, H Apkuanbo",2014,1 cited,Quality Education (Pendidikan Berkualitas)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Rancang Bangun Aplikasi Sandi Semaphore pada Perangkat Mobile berbasis Android,https://scholar.google.com/scholar?q=+intitle:'Rancang Bangun Aplikasi Sandi Semaphore pada Perangkat Mobile berbasis Android',"Authors : R Firdaus, M Yusman, T Pramono",2014,0 cited,Quality Education (Pendidikan Berkualitas)
,,,,,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
seri penerbitan penelitian sejarah dan budaya,https://scholar.google.com/scholar?q=+intitle:'seri penerbitan penelitian sejarah dan budaya',"Authors : H Purwanta, H Priyatmoko, L Juningsih, D Riskianingrum, E Sadilah, ...",2014,0 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
,,,,,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
"The Efectiveness of Booklet for Improved Knowledge and Attitude About Cigarette and its Dangerous at SDN 01 Panjang Selatan, Panjang, Bandar Lampung","https://scholar.google.com/scholar?q=+intitle:'The Efectiveness of Booklet for Improved Knowledge and Attitude About Cigarette and its Dangerous at SDN 01 Panjang Selatan, Panjang, Bandar Lampung'","Authors : RP Pakpahan, TA Larasati, S Sibeua, AZ Sahli",2014,10 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Quality Education (Pendidikan Berkualitas)
"Analisis faktor predisposisi ibu terhadap pemilihan penolong persalinan di kecamatan teluk betung barat, kota bandar lampung periode tahun 2012","https://scholar.google.com/scholar?q=+intitle:'Analisis faktor predisposisi ibu terhadap pemilihan penolong persalinan di kecamatan teluk betung barat, kota bandar lampung periode tahun 2012'","Authors : V Annisa, TA Larasati, A Nusadewiarti",2014,2 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Gender Equality (Kesetaraan Gender)
Analysis Of Smoking Behaviour In Children,https://scholar.google.com/scholar?q=+intitle:'Analysis Of Smoking Behaviour In Children',Authors : TA Larasati,2014,2 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Quality Education (Pendidikan Berkualitas)
Keefektifan Metode Ceramah Terhadap Tingkat Pengetahuan dan Sikap Tentang Merokok dan Bahaya Merokok di SDN 01 Panjang Utara Kecamatan Panjang Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Keefektifan Metode Ceramah Terhadap Tingkat Pengetahuan dan Sikap Tentang Merokok dan Bahaya Merokok di SDN 01 Panjang Utara Kecamatan Panjang Bandar Lampung',"Authors : AH Gafur, TA Larasati",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Quality Education (Pendidikan Berkualitas)
Hubungan Sikap dan Partisipasi Ibu di Posyandu dengan Kejadian Diare pada Balita di Posyandu Desa Natar,https://scholar.google.com/scholar?q=+intitle:'Hubungan Sikap dan Partisipasi Ibu di Posyandu dengan Kejadian Diare pada Balita di Posyandu Desa Natar',"Authors : A Nusadewiarti, TA Larasati",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Gender Equality (Kesetaraan Gender)
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Tingkat kecukupan energi dan protein serta stasus gizi anak balita rumah tangga miskin di Kecamatan Blambangan Umpu Kabupaten Waykanan,https://scholar.google.com/scholar?q=+intitle:'Tingkat kecukupan energi dan protein serta stasus gizi anak balita rumah tangga miskin di Kecamatan Blambangan Umpu Kabupaten Waykanan',"Authors : P Silaen, R Zuraida, TA Larasati",2014,2 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"THE CORRELATION FACTORS OF HEALTH SERVICE ACCORDING TO MOTHER SELECTION OF BIRTH ATTENDANT IN WEST TELUK BETUNG, BANDAR LAMPUNG","https://scholar.google.com/scholar?q=+intitle:'THE CORRELATION FACTORS OF HEALTH SERVICE ACCORDING TO MOTHER SELECTION OF BIRTH ATTENDANT IN WEST TELUK BETUNG, BANDAR LAMPUNG'","Authors : H Akbar, TA Larasati, HT Sibero",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Gender Equality (Kesetaraan Gender)
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Patrawidya: seri penerbitan penelitian sejarah dan budaya,https://scholar.google.com/scholar?q=+intitle:'Patrawidya: seri penerbitan penelitian sejarah dan budaya',"Authors : M Amini, IW Suardana, C Ariani, BHS Purwana, S Sudrajat, S Sukari, ...",2014,0 cited,Quality Education (Pendidikan Berkualitas)
,,,,,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Patrawidya Vol. 15 No. 1,https://scholar.google.com/scholar?q=+intitle:'Patrawidya Vol. 15 No. 1',"Authors : M Amini, IW Suardana, C Ariani, BHS Purwana, S Sudrajat, TA Larasati, ...",2014,1 cited,Quality Education (Pendidikan Berkualitas)
,,,,,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Kajian awal implementasi pendidikan karakter berbasis budaya pada tingkat sekolah dasar di daerah istimewa Yogyakarta,https://scholar.google.com/scholar?q=+intitle:'Kajian awal implementasi pendidikan karakter berbasis budaya pada tingkat sekolah dasar di daerah istimewa Yogyakarta',"Authors : TA Larasati, E Sadilah, S Sujarno",2014,3 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
TINGKAT KECUKUPAN ENERGI DAN PROTEIN SERTA STATUS GIZI ANAK BALITA RUMAH TANGGA MISKIN DI KECAMATAN BLAMBANGAN UMPU KABUPATEN WAY KANAN ADEQUACY LEVELS OF ENERGY AND PROTEIN …,https://scholar.google.com/scholar?q=+intitle:'TINGKAT KECUKUPAN ENERGI DAN PROTEIN SERTA STATUS GIZI ANAK BALITA RUMAH TANGGA MISKIN DI KECAMATAN BLAMBANGAN UMPU KABUPATEN WAY KANAN ADEQUACY LEVELS OF ENERGY AND PROTEIN …',Authors : P Silaen,2014,5 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Hubungan Pengetahuan Dan Sikap Siswa Terhadap Perilaku Konsumsi Susu Di SMPN 1 Natar Lampung Selatan,https://scholar.google.com/scholar?q=+intitle:'Hubungan Pengetahuan Dan Sikap Siswa Terhadap Perilaku Konsumsi Susu Di SMPN 1 Natar Lampung Selatan',"Authors : J Zulferza, TA Larasati",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,Quality Education (Pendidikan Berkualitas)
Pengembangan identitas remaja transmigran jawa di lampung melalui pertemanan antar budaya di sekolah,https://scholar.google.com/scholar?q=+intitle:'Pengembangan identitas remaja transmigran jawa di lampung melalui pertemanan antar budaya di sekolah',Authors : NY Aryanti,2014,19 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Indonesia dan solidaritas Palestina,https://scholar.google.com/scholar?q=+intitle:'Indonesia dan solidaritas Palestina',Authors : L Luerdi,2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
Tidak sekedar sepak bola,https://scholar.google.com/scholar?q=+intitle:'Tidak sekedar sepak bola',Authors : L Luerdi,2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Melihat politik luar negeri capres,https://scholar.google.com/scholar?q=+intitle:'Melihat politik luar negeri capres',Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Siapkah SDM kita menghadapi MEA?,https://scholar.google.com/scholar?q=+intitle:'Siapkah SDM kita menghadapi MEA?',Authors : L Luerdi,2014,0 cited,Quality Education (Pendidikan Berkualitas)
"Pilpres, Poros Tengah, Dahlan Iskan","https://scholar.google.com/scholar?q=+intitle:'Pilpres, Poros Tengah, Dahlan Iskan'",Authors : Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Fenomena golongan putus asa,https://scholar.google.com/scholar?q=+intitle:'Fenomena golongan putus asa',Authors : L Luerdi,2014,0 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Poros tengah dan Dahlan Iskan,https://scholar.google.com/scholar?q=+intitle:'Poros tengah dan Dahlan Iskan',Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Teori ilmu hubungan internasional: masalah tingkat analisis,https://scholar.google.com/scholar?q=+intitle:'Teori ilmu hubungan internasional: masalah tingkat analisis',Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
Jalan terjal intervensi Ankara,https://scholar.google.com/scholar?q=+intitle:'Jalan terjal intervensi Ankara',Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Reduced Inequalities (Berkurangnya Ketimpangan)
Kerjasama keamanan Amerika Serikat-Meksiko (kasus weak state dan merida initiative),https://scholar.google.com/scholar?q=+intitle:'Kerjasama keamanan Amerika Serikat-Meksiko (kasus weak state dan merida initiative)',Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
"Reformasi DK PBB: antara kepentingan nasional, regional, dan global/bersama","https://scholar.google.com/scholar?q=+intitle:'Reformasi DK PBB: antara kepentingan nasional, regional, dan global/bersama'",Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
Efektifitas kerjasama luar negeri bagi pemda di indonesia (kasus kerjasama kelautan dan perikanan pemda Jabar dengan pemda Cholanamdo),https://scholar.google.com/scholar?q=+intitle:'Efektifitas kerjasama luar negeri bagi pemda di indonesia (kasus kerjasama kelautan dan perikanan pemda Jabar dengan pemda Cholanamdo)',Authors : L Luerdi,2014,0 cited,Life Below Water (Ekosistem Lautan)
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
Konflik dalam negara: analisis kasus konflik Suriah (2011-2014),https://scholar.google.com/scholar?q=+intitle:'Konflik dalam negara: analisis kasus konflik Suriah (2011-2014)',Authors : L Luerdi,2014,1 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Kekuatan militer dan diplomasi negara di tingkat kawasan (perbandingan India dengan Indonesia),https://scholar.google.com/scholar?q=+intitle:'Kekuatan militer dan diplomasi negara di tingkat kawasan (perbandingan India dengan Indonesia)',Authors : L Luerdi,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
Kerjasama luar negeri di era otonomi daerah (peran pemda dan mekanisme memulai kerjasama),https://scholar.google.com/scholar?q=+intitle:'Kerjasama luar negeri di era otonomi daerah (peran pemda dan mekanisme memulai kerjasama)',Authors : L Luerdi,2014,2 cited,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
Melihat Tiongkok dalam pembentukan ASEAN-China Free Trade Area (ACFTA),https://scholar.google.com/scholar?q=+intitle:'Melihat Tiongkok dalam pembentukan ASEAN-China Free Trade Area (ACFTA)',Authors : L Luerdi,2014,1 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,Partnerships for the Goals (Kemitraan untuk Mendcapai Tujuan)
PELAKSANAAN TANDA DAFTAR USAHA PARIWISATA TEMPAT HIBURAN KARAOKE YANG DIKELUARKAN OLEH PEMERINTAH KABUPATEN PATI PROVINSI JAWA TENGAH,https://scholar.google.com/scholar?q=+intitle:'PELAKSANAAN TANDA DAFTAR USAHA PARIWISATA TEMPAT HIBURAN KARAOKE YANG DIKELUARKAN OLEH PEMERINTAH KABUPATEN PATI PROVINSI JAWA TENGAH',Authors : R SARI,2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Nilai–Nilai Pendidikan Yang Terdapat Dalam Kisah-Kisah Binatang (Telaah Qs. An-Naml Ayat 17-19),https://scholar.google.com/scholar?q=+intitle:'Nilai–Nilai Pendidikan Yang Terdapat Dalam Kisah-Kisah Binatang (Telaah Qs. An-Naml Ayat 17-19)',"Authors : R Sari, N Zuhdi",2014,1 cited,Quality Education (Pendidikan Berkualitas)
PEMBELAJARAN PBI MENGGUNAKAN MEDIA ULAR TANGGA UNTUK MENINGKATKAN AKTIVITAS DAN HASIL BELAJAR DI SMP N 21 PONTIANAK,https://scholar.google.com/scholar?q=+intitle:'PEMBELAJARAN PBI MENGGUNAKAN MEDIA ULAR TANGGA UNTUK MENINGKATKAN AKTIVITAS DAN HASIL BELAJAR DI SMP N 21 PONTIANAK',"Authors : D Ratna, ND Muldayanti, AD Kurniawan",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pengaturan Hukum Internasional Mengenai Hak Menentukan Nasib Sendiri (The Right of Self Determination) Suatu Bangsa,https://scholar.google.com/scholar?q=+intitle:'Pengaturan Hukum Internasional Mengenai Hak Menentukan Nasib Sendiri (The Right of Self Determination) Suatu Bangsa',Authors : R Sari,2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
